created_at,timestamp,emoji,test,question_number,field,comment,image_url
2025-07-26T11:05:40.901000-03:00,02:38,❌,OBJETIVO SIMULADO ENEM 2025,Q121,Química,,
2025-07-25T17:05:55.456000-03:00,01:56,✅,OBJETIVO SIMULADO ENEM 2025,Q120,Química,,
2025-07-25T17:02:15.023000-03:00,03:13,✅,OBJETIVO SIMULADO ENEM 2025,Q119,Elétrica/Análise de Gráfico,,
2025-07-25T16:56:55.650000-03:00,02:07,✅,OBJETIVO SIMULADO ENEM 2025,Q118,Elétrica,,
2025-07-25T16:20:24.172000-03:00,01:28,✅,OBJETIVO SIMULADO ENEM 2025,Q117,Pressão,,
2025-07-25T15:54:42.966000-03:00,01:27,✅,OBJETIVO SIMULADO ENEM 2025,Q116,Biologia/Fisiologia Humana,"em dias muito quentes ocorre a vasodilatação periférica, o aumento do fluxo sanguíneo próximo a superfície do tegumento favorece a perda de calor pelo organismo e isso diminui a temperatura",
2025-07-25T14:59:16.746000-03:00,08:54,✅,OBJETIVO SIMULADO ENEM 2025,Q115,Química,,
2025-07-25T14:45:13.180000-03:00,00:33,✅,OBJETIVO SIMULADO ENEM 2025,Q114,Física,,
2025-07-25T14:43:58.087000-03:00,05:22,✅,OBJETIVO SIMULADO ENEM 2025,Q113,Biologia/Sistema Circulatório,⚠️ extremamente importante o caminho do sangue: átrio direito > ventrículo direito > pulmão pra oxigenar > átrio esquerdo > ventrículo esquerdo > resto do corpo,
2025-07-25T14:33:42.066000-03:00,01:17,✅,OBJETIVO SIMULADO ENEM 2025,Q112,Química,,
2025-07-25T14:30:34.155000-03:00,03:07,✅,OBJETIVO SIMULADO ENEM 2025,Q111,Química,,
2025-07-25T14:26:28.103000-03:00,03:40,✅,OBJETIVO SIMULADO ENEM 2025,Q110,Calorimetria,,
2025-07-25T14:22:14.310000-03:00,03:54,✅,OBJETIVO SIMULADO ENEM 2025,Q109,Calorimetria/Matemática Básica,,
2025-07-25T14:17:08.525000-03:00,04:30,❌,OBJETIVO SIMULADO ENEM 2025,Q108,Química,,
2025-07-25T14:11:58.982000-03:00,00:40,✅,OBJETIVO SIMULADO ENEM 2025,Q107,Biologia,,
2025-07-25T14:09:05.672000-03:00,02:38,❌,OBJETIVO SIMULADO ENEM 2025,Q106,Calorimetria,,
2025-07-25T14:00:27.486000-03:00,00:34,❌,OBJETIVO SIMULADO ENEM 2025,Q105,Genética,bases nitrogenadas são antiparalelas,
2025-07-25T13:59:05.726000-03:00,03:22,✅,OBJETIVO SIMULADO ENEM 2025,Q104,Cinemática,,
2025-07-25T13:51:45.800000-03:00,02:42,✅,OBJETIVO SIMULADO ENEM 2025,Q103,Cinemática,,
2025-07-24T22:28:12.341000-03:00,02:12,✅,OBJETIVO SIMULADO ENEM 2025,Q102,Cinemática,,
2025-07-24T21:44:33.170000-03:00,00:33,✅,OBJETIVO SIMULADO ENEM 2025,Q101,Química,,
2025-07-24T21:43:22.573000-03:00,01:09,☑️,OBJETIVO SIMULADO ENEM 2025,Q100,Cinemática/Análise de Gráfico,,
2025-07-24T21:40:13.475000-03:00,01:46,❌,OBJETIVO SIMULADO ENEM 2025,Q99,Biologia,"tradução é síntese de proteína, transcrição é síntese de rna. 
as ligações entre os pares de base são fracas, por isso quando duas fitas de DNA se separam elas não se danificam",
2025-07-24T21:36:36.039000-03:00,01:38,❌,OBJETIVO SIMULADO ENEM 2025,Q98,Química,,
2025-07-24T21:33:18.860000-03:00,00:51,✅,OBJETIVO SIMULADO ENEM 2025,Q97,Química,,
2025-07-24T21:31:57.383000-03:00,03:23,✅,OBJETIVO SIMULADO ENEM 2025,Q96,Química/Matemática Básica,,
2025-07-24T21:31:42.163000-03:00,04:17,✅,OBJETIVO SIMULADO ENEM 2025,Q95,Cinemática/Matemática Básica,,
2025-07-24T21:21:58.006000-03:00,02:22,✅,OBJETIVO SIMULADDO ENEM 2025,Q94,Química/Análise de Gráfico,,
2025-07-24T21:19:07.291000-03:00,00:57,❌,OBJETIVO SIMULADO ENEM 2025,Q93,Biologia/Botânica,o tubo polínico nas gimnospermas e angiospermas asseguraram a independência de água para fecundação,
2025-07-24T21:17:18.870000-03:00,00:50,✅,OBJETIVO SIMULADO ENEM 2025,Q92,Química,,
2025-07-24T21:16:09.832000-03:00,03:09,❌,OBJETIVO SIMULADO ENEM 2025,Q91,Biologia/Botânica,nao sei reprodução de plantas,
2025-07-23T23:08:46.071000-03:00,00:25,✅,ENEM 2015,Q67,Fisiologia Humana/Biologia,,
2025-07-22T21:53:42.544000-03:00,01:20,❌,FUVEST 2019 PROVA V,Q58,Interpretação de Texto,,
2025-07-21T18:55:47.253000-03:00,00:18,✅,FUVEST 2019 PROVA V,Q57,Interpretação de Texto,,
2025-07-20T19:40:59.116000-03:00,05:22,❌,FUVEST 2019 PROVA V,Q56,Análise de Gráfico,,
2025-07-20T19:28:25.726000-03:00,08:47,❌,FUVEST 2019 PROVA V,Q55,Combinatória,,
2025-07-20T19:17:51.098000-03:00,12:22,❌,FUVEST 2019 PROVA V,Q54,Trigonometria,,
2025-07-20T18:58:07.901000-03:00,11:48,❌,FUVEST 2019 PROVA V,Q53,Álgebra,,
2025-07-20T18:37:03.263000-03:00,12:12,❌,FUVEST 2019 PROVA V,Q52,Geometria,,
2025-07-20T18:17:41.061000-03:00,07:03,✅,FUVEST 2019 PROVA V,Q51,Matemática Básica/Funções,,
2025-07-20T18:09:32.614000-03:00,04:10,✅,FUVEST 2019 PROVA V,Q50,Matemática Básica/Progressões,,
2025-07-20T18:04:49.051000-03:00,02:22,✅,FUVEST 2019 PROVA V,Q49,Análise de Gráfico,,
2025-07-20T18:00:11.650000-03:00,14:08,✅,FUVEST 2019 PROVA V,Q48,Matemática Básica/Funções,demorei por falta de atenção,
2025-07-20T17:44:15.058000-03:00,06:40,✅,FUVEST 2019 PROVA V,Q47,Matemática Básica/Funções,,
2025-07-20T17:29:49.756000-03:00,02:29,✅,FUVEST 2019 PROVA V,Q46,Matemática Básica/Sistemas,,
2025-07-20T16:19:41.381000-03:00,14:38,☑️,FUVEST 2019 PROVA V,Q45,Química/Pressão,,
2025-07-20T15:53:17.029000-03:00,04:35,❌,FUVEST 2019 PROVA V,Q44,Química,,
2025-07-20T15:48:14.305000-03:00,00:33,✅,FUVEST 2019 PROVA V,Q43,Física,,
2025-07-19T20:05:49.851000-03:00,13:13,✅,FUVEST 2019 PROVA V,Q42,Química/Matemática Básica,,
2025-07-19T18:45:23.561000-03:00,03:41,✅,FUVEST 2019 PROVA V,Q41,Química/Análise de Gráfico,,
2025-07-19T18:40:11.625000-03:00,09:35,✅,FUVEST 2019 PROVA V,Q40,Química,,
2025-07-19T18:10:58.407000-03:00,08:23,❌,FUVEST 2019 PROVA V,Q39,Química,"C dupla O nitrogênio é a ""ligação peptídica""",https://cdn.discordapp.com/attachments/1340776915451252776/1396237909056684224/image.png?ex=68b411a2&is=68b2c022&hm=eea35a24eb6b5f70e481365144141fb9e52a5e322dd7d6ec96535a2791153524&
2025-07-19T16:20:44.200000-03:00,04:03,❌,FUVEST 2019 PROVA V,Q38,Química/Eletroquímica,"cátodo é sempre redução, ânoxo é sempre oxidação",
2025-07-19T16:09:47.061000-03:00,04:15,❌,FUVEST 2019 PROVA V,Q37,Química,"carbonato: CO3
carbonato de sódio: Na2CO3
bicarbonato de sodio: NaHCO3",
2025-07-19T13:08:28.700000-03:00,07:40,✅,FUVEST 2019 PROVA V,Q36,Densidade/Matemática Básica,,
2025-07-19T10:27:40.896000-03:00,02:00,✅,FUVEST 2019 PROVA V,Q35,Química,,
2025-07-19T10:25:07.124000-03:00,01:27,✅,FUVEST 2019 PROVA V,Q34,Biologia,"vacinas como caxumbo, sarampo, rubéola e poliomelite são feitas com antígenos do vírus, estimulano uma resposta imunológica ativa em pessoas sauáveis",
2025-07-19T10:22:51.243000-03:00,04:13,✅,FUVEST 2019 PROVA V,Q33,Genética,,
2025-07-19T10:18:18.038000-03:00,01:14,❌,FUVEST 2019 PROVA V,Q32,Biologia,sapo tem pulmão,
2025-07-19T10:16:08.904000-03:00,01:00,✅,FUVEST 2019 PROVA V,Q31,Química,,
2025-07-19T10:14:22.225000-03:00,03:00,❌,FUVEST 2019 PROVA V,Q30,Biologia/Sistema Endócrino,,
2025-07-18T23:33:59.014000-03:00,00:29,❌,FUVEST 2019 PROVA V,Q29,Biologia/Doenças,"esquistossomose é de um protozoário, adquirido pela penetração da larva cercária na pele, causada por um caramujo (molusco platelminto)",
2025-07-18T23:30:47.452000-03:00,00:20,✅,FUVEST 2019 PROVA V,Q28,Biologia/Botânica,,
2025-07-18T23:30:46.202000-03:00,02:00,☑️,FUVEST 2019 PROVA V,Q27,Ondas,falta de atenção,
2025-07-18T23:25:34.220000-03:00,01:03,✅,FUVEST 2019 PROVA V,Q26,Geografia,"clima equatorial: na região do equador amazônia, muita chuva
clima tropical: nos trópicos; centro do brasil, austrália, sul dos eua (savana, cerrado...)
clima temperado: sul do brasil (pampas)",
2025-07-18T23:21:35.991000-03:00,00:55,✅,FUVEST 2019 PROVA V,Q25,Biologia/Cadeias,,
2025-07-18T18:20:22.608000-03:00,02:16,✅,FUVEST 2019 PROVA V,Q24,Elétrica,,
2025-07-18T18:17:43.238000-03:00,05:45,✅,FUVEST 2019 PROVA V,Q23,Óptica/Trigonometria,,
2025-07-18T18:03:45.574000-03:00,01:55,✅,FUVEST 2019 PROVA V,Q22,Termodinâmica,,
2025-07-18T18:01:19.861000-03:00,19:31,☑️,FUVEST 2019 PROVA V,Q21,Calorimetria,,
2025-07-18T17:23:22.262000-03:00,01:33,❌,FUVEST 2019 PROVA V,Q20,Elétrica,,
2025-07-18T17:21:33.263000-03:00,04:38,❌,FUVEST 2019 PROVA V,Q19,Óptica,⚠️,
2025-07-18T17:11:45.553000-03:00,05:12,✅,FUVEST 2019 PROVA V,Q18,Eletroestática,,
2025-07-18T17:02:40.351000-03:00,08:46,✅,FUVEST 2019 PROVA V,Q17,Energia,,
2025-07-18T16:42:16.380000-03:00,10:05,❌,FUVEST 2019,Q16,Análise de Gráfico/Cinemática/Energia,⚠️,
2025-07-18T16:42:00.646000-03:00,04:09,✅,FUVEST 2019 PROVA V,Q14,Análise/Matemática Básica,,
2025-07-18T16:41:17.625000-03:00,03:39,✅,FUVEST 2019 PROVA V,Q13,Pressão/Análise de Gráfico,,
2025-07-18T16:41:02.245000-03:00,04:49,❌,FUVEST 2019 PROVA V,Q12,Geografia/Análise de Gráfico/Matemática Básica,,
2025-07-17T13:31:30.049000-03:00,01:27,✅,FUVEST 2019 PROVA V,Q04,Geografia,,
2025-07-16T20:41:01.341000-03:00,01:15,✅,FUVEST 2019 PROVA V,Q03,Geografia/Análise de Gráfico,,
2025-07-16T20:40:17.490000-03:00,00:48,✅,FUVEST 2019 PROVA V,Q01,Geografia/Química,,
2025-07-16T20:39:53.536000-03:00,04:28,❌,FUVEST 2021 PROVA V,Q90,Química,,
2025-07-16T20:39:41.278000-03:00,03:19,✅,FUVEST 2021 PROVA V,Q89,Química,,
2025-07-16T20:39:19.532000-03:00,06:06,☑️,FUVEST 2021 PROVA V,Q88,Química,,
2025-07-16T20:39:05.606000-03:00,07:36,❌,FUVEST 2021 PROVA V,Q87,Química/Reações,⚠️,
2025-07-16T20:38:39.983000-03:00,03:10,❌,FUVEST 2021 PROVA V,Q80,Química,,
2025-07-16T20:38:23.096000-03:00,00:58,✅,FUVEST 2021 PROVA V,Q85,Química,,
2025-07-16T20:38:01.899000-03:00,02:35,✅,FUVEST 2021 PROVA V,Q84,Química/Matemática Básica,,
2025-07-16T20:37:41.165000-03:00,04:43,❌,FUVEST 2021 PROVA V,Q83,Química,⚠️,
2025-07-16T20:37:22.924000-03:00,02:45,✅,FUVEST 2021 PROVA V,Q82,Interpretação de Texto/Química,,
2025-07-16T20:36:42.987000-03:00,04:40,✅,FUVEST 2021 PROVA V,Q80,Interpretação de Texto/Química,,
2025-07-16T20:36:20.348000-03:00,02:52,✅,FUVEST 2021 PROVA V,Q55,Energia,,
2025-07-16T20:36:07.717000-03:00,01:38,❌,FUVEST 2021 PROVA V,Q54,Eletroestática,trabalho negativo seria oposto ao deslocamento,
2025-07-15T20:13:01.669000-03:00,01:42,✅,FUVEST 2021 PROVA V,Q53,Elétrica,,
2025-07-14T21:06:58.749000-03:00,03:54,❌,FUVEST 2021 PROVA V,Q52,Eletroestática,⚠️,
2025-07-14T21:06:44.193000-03:00,00:51,✅,FUVEST 2021 PROVA V,Q51,Óptica,,
2025-07-14T21:06:34.378000-03:00,01:09,❌,FUVEST 2021 PROVA V,Q50,Termodinâmica,(erro de leitura),
2025-07-14T21:06:28.849000-03:00,03:09,✅,FUVEST 2021 PROVA V,Q49,Ondas,,
2025-07-13T17:43:30.519000-03:00,04:04,❌,FUVEST 2021 PROVA V,Q48,Elétrica,(erro de unidade),
2025-07-13T17:37:19.208000-03:00,07:58,❌,FUVEST 2021 PROVA V,Q47,Forças/Análise de Gráfico/Pêndulos,período de oscilação de um pêndulo: 2pi*sqrt(L/g),
2025-07-13T17:25:56.194000-03:00,02:57,☑️,FUVEST 2021 PROVA V,Q46,Forças/Torque,,
2025-07-13T17:21:19.947000-03:00,01:18,❌,FUVEST 2021 PROVA V,Q45,Forças,,
2025-07-13T17:18:00.838000-03:00,01:36,✅,FUVEST 2021 PROVA V,Q42,Análise de Gráfico,,
2025-07-13T17:16:00.774000-03:00,01:31,❌,FUVEST 2021 PROVA V,Q41,Interpretação de Texto/História,a noção de perspectiva tridimensional é um marco grande do renascentismo,
2025-07-13T15:30:36.724000-03:00,01:16,❌,FUVEST 2021 PROVA V,Q38,História/História do Brasil,,
2025-07-13T15:28:58.982000-03:00,01:16,✅,FUVEST 2021 PROVA V,Q37,História/História do Brasil,,
2025-07-13T15:26:54.877000-03:00,00:59,❌,FUVEST 2021 PROVA V,Q35,História,,
2025-07-13T15:25:32.994000-03:00,00:34,✅,FUVEST 2021 PROVA V,Q34,Biologia/Doenças/Interpretação de Texto,"escoburto é uma doença comum nas viagens ultramarinas europeias do século XV e XVI, como a de vasco da gama em busca das índias. ela apodrecia sua carne e inchava as gengivas, causada por deficiencia de vitamina C",
2025-07-13T15:24:43.141000-03:00,01:38,✅,FUVEST 2021 PROVA V,Q33,Biologia/Doenças,,
2025-07-13T15:21:06.448000-03:00,01:23,✅,FUVEST 2021 PROVA V,Q32,Análise de Gráfico,,
2025-07-13T15:19:20.433000-03:00,00:16,✅,FUVEST 2021 PROVA V,Q31,Botânica,,
2025-07-13T15:18:41.130000-03:00,00:32,✅,FUVEST 2021 PROVA V,Q30,Química/Biologia,,
2025-07-13T09:34:41.471000-03:00,02:43,❌,FUVEST 2021 PROVA V,Q29,Genética,,
2025-07-13T09:12:38.052000-03:00,05:19,❌,FUVEST 2021 PROVA V,Q28,Genética,,
2025-07-13T09:05:50.348000-03:00,00:48,✅,FUVEST 2021 PROVA V,Q27,Biologia,,
2025-07-13T08:56:07.168000-03:00,00:34,✅,FUVEST 2021 PROVA V,Q14,Geografia,,
2025-07-12T22:02:35.116000-03:00,00:59,✅,ENEM PPL 2023,Q112,Citologia,,
2025-07-12T21:48:32.386000-03:00,02:34,❌,FUVEST 2021 PROVA V,Q13,Geometria,,
2025-07-12T21:48:23.426000-03:00,08:35,❌,FUVEST 2021 PROVA V,Q12,Geometria,,
2025-07-12T13:19:10.319000-03:00,04:28,❌,FUVEST 2021 PROVA V,Q11,Funções,,
2025-07-11T19:34:12.740000-03:00,02:19,❌,FUVEST 2021 PROVA V,Q10,Funções,,
2025-07-11T19:31:26.101000-03:00,04:45,✅,FUVEST 2021 PROVA V,Q09,Geometria,,
2025-07-10T20:36:27.493000-03:00,00:54,❌,SAS,Q124,Biologia/Bactérias,candidiase é um fungo da psy,
2025-07-10T15:27:58.706000-03:00,04:29,❌,FUVEST 2021 PROVA V,Q08,Logaritmos/Combinatória,,
2025-07-10T15:22:04.132000-03:00,05:01,✅,FUVEST 2021 PROVA V,Q07,Geometria,,
2025-07-10T15:15:33.065000-03:00,06:11,☑️,FUVEST 2021 PROVA V,Q06,Sistemas,,
2025-07-10T14:57:18.761000-03:00,01:54,❌,FUVEST 2021 PROVA V,Q05,Matemática Básica,,
2025-07-10T14:54:29.154000-03:00,04:09,✅,FUVEST 2021 PROVA V,Q04,Geometria,,
2025-07-10T13:59:22.025000-03:00,02:22,✅,FUVEST 2021 PROVA V,Q03,Matemática Básica,,
2025-07-10T13:39:57.258000-03:00,00:18,✅,FUVEST 2021 PROVA V,Q02,Matemática Básica/Funções,,
2025-07-10T13:04:38.454000-03:00,01:42,✅,FUVEST 2021 PROVA V,Q01,Matemática Básica,,
2025-07-10T10:20:27.088000-03:00,00:29,✅,FUVESTÃO,Q89,História,,
2025-07-10T10:19:15.851000-03:00,00:25,✅,FUVESTÃO,Q87,História,,
2025-07-10T10:07:12.665000-03:00,00:29,❌,FUVESTÃO,Q86,Interpretação de Texto/História,,
2025-07-10T09:33:10.251000-03:00,01:26,❌,FUVESTÃO,Q85,Interpretação de Texto/História,,
2025-07-09T18:52:25.814000-03:00,00:45,✅,FUVESTÃO,Q78,Elétrica,,
2025-07-09T15:30:16.840000-03:00,05:15,✅,FUVESTÃO,Q77,Funções,,
2025-07-09T15:30:15.740000-03:00,01:50,✅,FUVESTÃO,Q76,Funções,,
2025-07-09T15:30:13.413000-03:00,05:35,✅,FUVESTÃO,Q75,Trigonometria/Álgebra,,
2025-07-09T15:30:10.434000-03:00,11:43,☑️,FUVESTÃO,Q74,Elétrica/Calorimetria,,
2025-07-09T15:27:27.527000-03:00,03:26,✅,FUVESTÃO,Q72,Densidade,,
2025-07-09T13:31:27.506000-03:00,02:57,❌,FUVESTÃO,Q73,Elétrica,,
2025-07-08T22:28:43.224000-03:00,01:56,✅,FUVESTÃO,Q71,Citologia,"complexo de golgi faz secreção de substâncias
peroxissomo tem enzimas oxidativas, participando da digestão de álcool, presente em grandes quantidades no fígado",
2025-07-08T22:26:00.477000-03:00,11:15,☑️,FUVESTÃO,Q70,Geometria,,
2025-07-08T22:14:15.343000-03:00,08:31,❌,FUVESTÃO,Q69,Geometria,⚠️,
2025-07-08T22:04:49.434000-03:00,01:37,☑️,FUVESTÃO,Q67,Química,,
2025-07-07T18:50:24.650000-03:00,00:38,❌,FUVESTÃO,Q65,Botânica,,
2025-07-07T18:47:14.750000-03:00,02:04,❌,FUVESTÃO,Q64,Química,,
2025-07-07T18:36:13.446000-03:00,01:33,✅,FUVESTÃO,Q63,Química,,
2025-07-07T18:32:59.009000-03:00,04:27,❌,FUVESTÃO,Q62,Elétrica,,
2025-07-07T18:25:17.481000-03:00,02:27,✅,FUVESTÃO,Q61,Termodinâmica,,
2025-07-07T12:59:20.125000-03:00,04:55,✅,FUVESTÃO 2025,Q60,Química,,
2025-07-07T12:55:55.127000-03:00,03:17,✅,FUVESTÃO 2025,Q59,Calorimetria,,
2025-07-06T11:08:50.147000-03:00,01:08,✅,FUVESTÃO 2025,Q58,Química,,
2025-07-06T11:06:19.197000-03:00,03:56,✅,FUVESTÃO 2025,Q57,Química,,
2025-07-06T10:48:51.437000-03:00,01:46,✅,FUVESTÃO 2025,Q56,Química,,
2025-07-06T10:45:26.092000-03:00,01:05,✅,FUVESTÃO 2025,Q55,Biologia,,
2025-07-06T10:42:58.020000-03:00,01:26,✅,FUVESTÃO 2025,Q54,Citologia/Genética,"RNAm: levar a informação do DNA até o citoplasma, onde a proteína vai ser produzida
RNAt: levar aminoácidos para o ribossomo, onde a proteína vai ser produzida
RNAr: rna ribossômico, traduz a proteína",
2025-07-06T10:37:14.543000-03:00,09:33,❌,FUVESTÃO 2025,Q52,Geometria,,
2025-07-06T10:08:05.707000-03:00,00:23,✅,FUVESTÃO 2025,Q48,Geografia,,
2025-07-06T10:05:53.467000-03:00,03:42,❌,FUVESTÃO 2025,Q47,Genética,,
2025-07-06T10:01:47.867000-03:00,00:35,☑️,FUVESTÃO 2025,Q46,Biologia/Sistema Digestório,"lipídios são digeridos no duodeno, polissacarídeos (carboidratos) na boca e duodeno",
2025-07-06T09:59:20.564000-03:00,01:39,❌,FUVESTÃO 2025,Q45,Inequações,⚠️,
2025-07-06T09:47:45.071000-03:00,02:28,❌,FUVESTÃO 2025,Q42,Biologia/Sistema Linfático,"plaquetas e anticorpos não possuem DNA
a reação de CO + hemoglobina forma carboxiemoglobina, que dificulta o transporte de oxigênio pelo sangue e pode causar asfixia",
2025-07-06T09:37:14.586000-03:00,00:46,✅,FUVESTÃO 2025,Q41,Biologia/Citologia,"a transcrição é o processo de fazer RNA, e depois a informação é traduzida pelos ribossomos pra fazer proteína",
2025-07-06T09:33:04.376000-03:00,00:20,✅,FUVESTÃO 2025,Q40,Geografia,,
2025-07-05T21:24:13.535000-03:00,02:49,✅,FUVESTÃO 2025,Q32,Matemática Básica,,
2025-07-05T21:20:39.793000-03:00,00:41,✅,FUVESTÃO 2025,Q27,Interpretação de Texto,,
2025-07-05T21:19:11.884000-03:00,00:43,✅,FUVESTÃO 2025,Q26,Interpretação de Texto/Geografia,"entre 1870 e 1920, o brasil recebeu mais de 1,4 milhão de imigrantes italianos",
2025-07-05T21:17:22.650000-03:00,01:55,❌,FUVESTÃO 2025,Q25,Geografia/Análise de Gráfico,,
2025-07-05T21:14:37.162000-03:00,08:01,✅,FUVESTÃO 2025,Q21,Cinemática,,
2025-07-05T21:03:41.027000-03:00,02:07,❌,FUVESTÃO 2025,Q24,Química,,
2025-07-05T20:11:49.505000-03:00,03:57,☑️,FUVESTÃO 2025,Q23,Cinemática,(falta de atenção),
2025-07-05T20:07:20.694000-03:00,01:20,✅,FUVESTÃO 2025,Q21,Calorimetria/Análise de Gráfico,,
2025-07-05T20:05:35.654000-03:00,04:58,✅,FUVESTÃO 2025,Q20,Física,,
2025-07-05T19:50:01.926000-03:00,06:13,❌,FUVESTÃO 2025,Q19,Cinemática,,
2025-07-05T19:43:17.055000-03:00,01:12,✅,FUVESTÃO 2025,Q18,Cinemática,,
2025-07-05T19:39:18.046000-03:00,07:10,❌,FUVESTÃO 2025,Q17,Matemática Básica,,
2025-07-05T10:19:24.009000-03:00,09:22,✅,UNESP 2025/2,Q90,Geometria,,
2025-07-05T10:15:49.217000-03:00,03:16,✅,UNESP 2025/2,Q89,Matemática Básica,,
2025-07-05T10:11:20.006000-03:00,03:19,✅,UNESP 2025/2,Q88,Combinatória,,
2025-07-05T10:07:27.774000-03:00,04:02,✅,UNESP 2025/2,Q87,Geometria/Matemática Básica,,
2025-07-05T10:01:50.800000-03:00,06:10,✅,UNESP 2025/2,Q86,Geometria/Análise de Gráfico,,
2025-07-05T09:54:32.572000-03:00,04:06,❌,UNESP 2025/2,Q85,Matemática Básica,"para as questões de ""uma equipe fez x pontos ao longo de y jogos, cada vitoria vale . . ."" é por sistema linear",https://cdn.discordapp.com/attachments/1340776915451252776/1391039548057976914/image.png?ex=68b39d48&is=68b24bc8&hm=ac63cf58721cd0d729a12c82a597e822658d5faa0380d97a810778d6ec5c6402&
2025-07-05T09:43:52.096000-03:00,04:49,☑️,UNESP 2025/2,Q84,Geometria,,
2025-07-05T09:38:38.909000-03:00,02:31,✅,UNESP 2025/2,Q83,Matemática Básica,,
2025-07-04T11:52:07.272000-03:00,07:15,❌,UNESP 2025/2,Q82,Elétrica,,
2025-07-04T11:44:28.376000-03:00,01:51,✅,UNESP 2025/2,Q81,Ondas,,
2025-07-04T11:42:19.376000-03:00,02:36,✅,UNESP 2025/2,Q80,Geometria,,
2025-07-04T11:38:55.987000-03:00,09:53,❌,UNESP 2025/2,Q79,Química/Entalpia,,
2025-07-04T11:25:26.283000-03:00,01:10,✅,UNESP 2025/2,Q78,Cinemática/Análise de Gráfico,,
2025-07-04T11:22:20.857000-03:00,00:59,❌,UNESP 2025/2,Q77,Empuxo,o empuxo terá maior intensidade no barco que tiver maior massa,
2025-07-04T11:22:15.052000-03:00,04:48,❌,UNESP 2025/2,Q76,Cinemática/Análise de Gráfico,,
2025-07-04T11:10:01.544000-03:00,03:56,✅,UNESP 2025/2,Q75,Cinemática,,
2025-07-04T11:05:44.300000-03:00,01:04,❌,UNESP 2025/2,Q74,Química,carbono quiral é oque apresenta quatro ligantes diferentes,
2025-07-04T10:58:56.439000-03:00,01:29,❌,UNESP 2025/2,Q73,Radioatividade,no decaimento beta um neutron se transforma em proton e emite um eletron (carga fica a mesma),
2025-07-04T10:56:02.790000-03:00,02:08,✅,UNESP 2025/2,Q72,Química,,
2025-07-04T10:52:50.952000-03:00,01:33,✅,UNESP 2025/2,Q71,Química,,
2025-07-04T10:30:50.630000-03:00,03:55,❌,UNESP 2025/2,Q69,Química,,
2025-07-03T20:43:35.083000-03:00,02:19,✅,UNESP 2025/2,Q68,Química/Tabela Periódica,,
2025-07-03T20:40:45.704000-03:00,00:43,✅,UNESP 2025/2,Q67,Genética,,
2025-07-03T20:39:14.630000-03:00,00:51,✅,UNESP 2025/2,Q66,Fisiologia/Biologia,,
2025-07-03T20:37:38.717000-03:00,01:08,❌,UNESP 2025/2,Q65,Biologia,"**as fibras são compostos ricos em celulose, e são úteis por fornecer um substrato à flora bacteriana, auxiliar no peristaltismo intestinal e facilitar a eliminação das fezes**",
2025-07-03T20:34:40.136000-03:00,01:02,✅,UNESP 2025/2,Q64,Biologia,"a bolsa dos marsupiais abriga e protege o embrião, ainda em desenvolvimento, após seu nascimento prematuro em razão dos marsupiais possuírem uma placenta rudimentar. no interior da ""bolsa"" existem glândulas mamárias que fornecem alimento ao filhote",
2025-07-03T20:33:19.353000-03:00,01:26,✅,UNESP 2025/2,Q63,Botânica,"briófitas (embriões protegidos) possuem gametófito duradouro
sementes possuem endosperma haploide",
2025-07-03T20:30:57.012000-03:00,01:26,❌,UNESP 2025/2,Q62,Citologia,,
2025-07-03T20:28:25.764000-03:00,01:06,❌,UNESP 2025/2,Q61,Biologia/Análise de Gráfico,,
2025-07-02T18:47:05.233000-03:00,03:40,❌,UNESP 2025/2,Q52,Geografia/Interpretação de Texto,,
2025-07-02T18:42:58.096000-03:00,00:22,✅,UNESP 2025/2,Q53,Geografia,,
2025-07-02T18:38:56.945000-03:00,01:05,☑️,UNESP 2025/2,Q50,Geografia/Interpretação de Texto,"a massa equatorial continental é responsável por transportar umidade, já a massa tropical continental transporta períodos secos e quentes ao impedir a entrada de ar frio",
2025-07-02T18:37:01.333000-03:00,01:21,✅,UNESP 2025/2,Q35,Interpretação de Texto,,
2025-07-02T18:35:24.707000-03:00,01:07,✅,UNESP 2025/2,Q34,Interpretação de Texto,,
2025-07-02T18:33:25.348000-03:00,01:08,❌,UNESP 2025/2,Q33,Interpretação de Texto/História,,
2025-07-02T18:31:53.111000-03:00,01:25,✅,UNESP 2025/2,Q32,Interepretação de Texto,,
2025-07-02T18:28:54.050000-03:00,01:09,✅,UNESP 2025/2,Q31,Interpretação de Texto,,
2025-07-02T18:27:29.136000-03:00,00:12,✅,UNESP 2025/2,Q30,Interpretação de Texto,,
2025-07-02T18:26:55.333000-03:00,01:37,✅,UNESP 2025/2,Q29,Interpretação de Texto/Matemática Básica,,
2025-07-02T18:24:59.275000-03:00,00:13,✅,UNESP 2025/2,Q28,Interpretação de Texto,,
2025-07-02T18:24:33.444000-03:00,00:20,✅,UNESP 2025/2,Q27,Interpretação de Texto,,
2025-07-02T18:23:57.404000-03:00,00:48,✅,UNESP 2025/2,Q26,Interpretação de Texto,,
2025-07-02T18:22:40.138000-03:00,01:13,❌,UNESP 2025/2,Q25,Gramática/Inglês,,
2025-07-02T18:21:06.635000-03:00,01:29,✅,UNESP 2025/2,Q24,Interpretação de Texto,,
2025-07-02T18:19:21.155000-03:00,00:37,✅,UNESP 2025/2,Q23,Gramática/Inglês,,
